0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.022822,0
0.035858,0.021436
-0.0051642,0.035121
-0.009074,-0.003984
0.00093512,-0.0098512
-0.018756,0.0014582
0.0029252,-0.018076
-0.0025123,0.0019593
-0.0078237,-0.0013143
0.0062718,-0.0084885
-0.0086138,0.0064648
0.0035102,-0.0081553
-0.0021015,0.0027306
-0.0029786,-0.0011321
0.0037157,-0.0037672
-0.006005,0.0042175
0.0042907,-0.0060431
-0.0038131,0.0039528
0.00064352,-0.003148
0.0006605,-0.00012233
-0.00325,0.0013925
0.0034669,-0.0037452
-0.004241,0.0036682
0.0028258,-0.0040871
-0.002071,0.002401
-0.00011935,-0.0014502
0.0011279,-0.00076954
-0.0027706,0.001697
0.0028643,-0.0031233
-0.0032099,0.0029616
0.0021161,-0.0030242
-0.0014165,0.0017163
-0.00021846,-0.00087359
0.0010479,-0.0007753
-0.0022621,0.0015253
0.0023726,-0.0025566
-0.002602,0.002449
0.001778,-0.0024416
-0.0011879,0.0014332
-9.7382e-05,-0.00071945
0.00081927,-0.00058552
-0.0018164,0.0012453
0.0019876,-0.0020933
-0.0022115,0.0020788
0.0016103,-0.0020978
-0.0011361,0.0013284
9.5807e-05,-0.00073552
0.00055147,-0.00033838
-0.0014256,0.00094628
0.0016661,-0.0017034
-0.0019272,0.0017871
0.0015141,-0.001868
-0.0011546,0.0012972
0.00030444,-0.00081783
0.00027948,-8.2376e-05
-0.0010726,0.00065114
0.0013762,-0.0013579
-0.0016894,0.0015319
0.0014387,-0.0016866
-0.0011916,0.001287
0.0005027,-0.00091736
1.7611e-05,0.00016198
-0.00074579,0.00036708
0.0010994,-0.0010383
-0.001466,0.0012888
0.0013567,-0.001518
-0.0012194,0.0012692
0.00067592,-0.0010077
-0.00022523,0.00038323
-0.00044047,9.8768e-05
0.00082698,-0.00073551
-0.0012401,0.0010455
0.001253,-0.001343
-0.0012216,0.0012279
0.00081415,-0.0010729
-0.00044128,0.00057288
-0.00015709,-0.00014845
0.0005573,-0.00044739
-0.0010048,0.00079762
0.0011207,-0.0011525
-0.0011887,0.0011545
0.00091003,-0.0011029
-0.00062299,0.00072388
0.00010024,-0.00036816
0.00029355,-0.00017637
-0.00075961,0.00054627
0.00095814,-0.00094385
-0.001116,0.0010456
0.00095848,-0.0010917
-0.0007634,0.00083041
0.00032533,-0.00055337
4.2149e-05,7.2091e-05
-0.00050871,0.00029654
0.00076828,-0.0007195
-0.001003,0.00090207
0.00095687,-0.0010369
-0.00085666,0.0008883
0.00051111,-0.00069738
-0.00018841,0.00029086
